Root Superpathway	Gene Identifier	Log fold difference	Pointwise Relative Entropy
Gene expression (Transcription)	PI4KA	0.052262877	-0.002085911
Gene expression (Transcription)	PLGRKT	0.052215357	-0.002085911
Gene expression (Transcription)	PPM1D	0.090193193	-0.002085911
Gene expression (Transcription)	PREX1	0.112910639	-0.002085911
Gene expression (Transcription)	PUM1	0.122624074	-0.002085911
Gene expression (Transcription)	PUM2	0.093120015	-0.002085911
Gene expression (Transcription)	RBBP4	0.130261303	-0.002085911
Gene expression (Transcription)	RBBP7	0.135923166	-0.002085911
Gene expression (Transcription)	RBPJ	0.101608217	-0.002085911
Gene expression (Transcription)	RNF111	0.062183216	-0.002085911
Gene expression (Transcription)	RNF38	0.090575547	-0.002085911
Gene expression (Transcription)	RPS4Y1	0.196509055	-0.002085911
Gene expression (Transcription)	SETD2	0.081656776	-0.002085911
Gene expression (Transcription)	SGK1	0.08126212	-0.002085911
Gene expression (Transcription)	SIK3	0.063043668	-0.002085911
Gene expression (Transcription)	SMAD3	0.082753963	-0.002085911
Gene expression (Transcription)	SMAD4	0.073797071	-0.002085911
Gene expression (Transcription)	SOX4	0.088293009	-0.002085911
Gene expression (Transcription)	SSRP1	0.174911915	-0.002085911
Gene expression (Transcription)	SUPT16H	0.102379012	-0.002085911
Gene expression (Transcription)	SYNE2	0.090332938	-0.002085911
Gene expression (Transcription)	TLK2	0.075618193	-0.002085911
Gene expression (Transcription)	TOB1	0.050885021	-0.002085911
Gene expression (Transcription)	WBP2	0.076931556	-0.002085911
Gene expression (Transcription)	ACSL1	0.127395028	-0.002085911
Gene expression (Transcription)	ARNT	0.062087684	-0.002085911
Gene expression (Transcription)	BAZ1B	0.146468742	-0.002085911
Gene expression (Transcription)	BCL3	0.056031156	-0.002085911
Gene expression (Transcription)	BECN1	0.061279888	-0.002085911
Gene expression (Transcription)	BTG2	0.05629956	-0.002085911
Gene expression (Transcription)	CASP4	0.033866058	-0.002085911
Gene expression (Transcription)	CSTB	0.203881035	-0.002085911
Gene expression (Transcription)	CTSH	0.286181304	-0.002085911
Gene expression (Transcription)	ELOB	0.097053068	-0.002085911
Gene expression (Transcription)	ELOC	0.149288065	-0.002085911
Gene expression (Transcription)	EPSTI1	-0.032036596	-0.002085911
Gene expression (Transcription)	FAM76B	0.053643305	-0.002085911
Gene expression (Transcription)	FTH1	0.088919293	-0.002085911
Gene expression (Transcription)	FTL	0.0595283	-0.002085911
Gene expression (Transcription)	GADD45B	0.11193243	-0.002085911
Gene expression (Transcription)	GM2A	0.137479509	-0.002085911
Gene expression (Transcription)	GTF2A2	0.140960341	-0.002085911
Gene expression (Transcription)	HIF1A	0.058304999	-0.002085911
Gene expression (Transcription)	HUWE1	0.129228822	-0.002085911
Gene expression (Transcription)	IRF5	0.111770183	-0.002085911
Gene expression (Transcription)	IRF7	-0.018022103	-0.002085911
Gene expression (Transcription)	LRRFIP2	0.122337739	-0.002085911
Gene expression (Transcription)	MYO1F	0.052976888	-0.002085911
Gene expression (Transcription)	NFKB2	0.072798491	-0.002085911
Gene expression (Transcription)	NFKBIZ	0.051805265	-0.002085911
Gene expression (Transcription)	NFYC	0.083996879	-0.002085911
Gene expression (Transcription)	NOD1	0.026357397	-0.002085911
Gene expression (Transcription)	NSD3	0.098200044	-0.002085911
Gene expression (Transcription)	PIM1	0.03337333	-0.002085911
Gene expression (Transcription)	PML	0.078823464	-0.002085911
Gene expression (Transcription)	PYCARD	0.11739765	-0.002085911
Gene expression (Transcription)	RUNX3	0.14014962	-0.002085911
Gene expression (Transcription)	SP100	0.112218028	-0.002085911
Gene expression (Transcription)	SP110	0.098025942	-0.002085911
Gene expression (Transcription)	TRIM22	0.100300003	-0.002085911
Gene expression (Transcription)	TYMP	0.060144804	-0.002085911
Gene expression (Transcription)	XAF1	0.021872743	-0.002085911
Gene expression (Transcription)	XBP1	0.057382543	-0.002085911
Gene expression (Transcription)	ABRAXAS2	0.064177443	-0.002085911
Gene expression (Transcription)	ATF4	0.142081516	-0.002085911
Gene expression (Transcription)	BCOR	0.066783006	-0.002085911
Gene expression (Transcription)	CDC37	0.118450612	-0.002085911
Gene expression (Transcription)	CREBBP	0.072858811	-0.002085911
Gene expression (Transcription)	CTSC	0.078813352	-0.002085911
Gene expression (Transcription)	CUL2	0.073987074	-0.002085911
Gene expression (Transcription)	CUL3	0.09514163	-0.002085911
Gene expression (Transcription)	CUL9	0.059622357	-0.002085911
Gene expression (Transcription)	EDF1	0.090867478	-0.002085911
Gene expression (Transcription)	EP300	0.062189655	-0.002085911
Gene expression (Transcription)	ERCC6	0.070994233	-0.002085911
Gene expression (Transcription)	GAPDH	0.110080466	-0.002085911
Gene expression (Transcription)	GAPVD1	0.093174356	-0.002085911
Gene expression (Transcription)	HDAC3	0.096466846	-0.002085911
Gene expression (Transcription)	HIPK2	0.065741692	-0.002085911
Gene expression (Transcription)	HMGB1	0.139025962	-0.002085911
Gene expression (Transcription)	KDM2B	0.153570594	-0.002085911
Gene expression (Transcription)	LBR	0.071888131	-0.002085911
Gene expression (Transcription)	LDHB	0.139344094	-0.002085911
Gene expression (Transcription)	MAX	0.058151557	-0.002085911
Gene expression (Transcription)	NAP1L1	0.163879216	-0.002085911
Gene expression (Transcription)	NCOA3	0.124945814	-0.002085911
Gene expression (Transcription)	NCOR1	0.164452899	-0.002085911
Gene expression (Transcription)	NCOR2	0.125015654	-0.002085911
Gene expression (Transcription)	PCGF5	0.132013205	-0.002085911
Gene expression (Transcription)	PDCD6	0.100013225	-0.002085911
Gene expression (Transcription)	PIN1	0.142829132	-0.002085911
Gene expression (Transcription)	POLR1D	0.163731241	-0.002085911
Gene expression (Transcription)	RAB39B	0.054345105	-0.002085911
Gene expression (Transcription)	RYBP	0.074445994	-0.002085911
Gene expression (Transcription)	SMAD2	0.053185586	-0.002085911
Gene expression (Transcription)	SND1	0.085353606	-0.002085911
Gene expression (Transcription)	TBCD	0.063738284	-0.002085911
Gene expression (Transcription)	TOP2A	0.250136903	-0.002085911
Gene expression (Transcription)	TOP2B	0.108271433	-0.002085911
Gene expression (Transcription)	TP53	0.080980974	-0.002085911
Gene expression (Transcription)	VIRMA	0.064891484	-0.002085911
Gene expression (Transcription)	AHSA1	0.06689066	-0.002085911
Gene expression (Transcription)	ASF1A	0.059503266	-0.002085911
Gene expression (Transcription)	BANF1	0.107306287	-0.002085911
Gene expression (Transcription)	CAPRIN1	0.127537816	-0.002085911
Gene expression (Transcription)	CBX1	0.08466098	-0.002085911
Gene expression (Transcription)	DDX19B	0.051452391	-0.002085911
Gene expression (Transcription)	DICER1	0.069883837	-0.002085911
Gene expression (Transcription)	G3BP1	0.108989516	-0.002085911
Gene expression (Transcription)	HNRNPA2B1	0.062002822	-0.002085911
Gene expression (Transcription)	INTS8	0.058859417	-0.002085911
Gene expression (Transcription)	IPO8	0.06037682	-0.002085911
Gene expression (Transcription)	NASP	0.083951024	-0.002085911
Gene expression (Transcription)	NOLC1	0.07825478	-0.002085911
Gene expression (Transcription)	ODC1	0.079256026	-0.002085911
Gene expression (Transcription)	PNRC2	0.132788907	-0.002085911
Gene expression (Transcription)	POLR2B	0.104641264	-0.002085911
Gene expression (Transcription)	POLR2D	0.074645449	-0.002085911
Gene expression (Transcription)	POLR2H	0.115990906	-0.002085911
Gene expression (Transcription)	PRMT5	0.050333969	-0.002085911
Gene expression (Transcription)	RBBP6	0.061189251	-0.002085911
Gene expression (Transcription)	SMARCA4	0.10558391	-0.002085911
Gene expression (Transcription)	SMARCC1	0.17774129	-0.002085911
Gene expression (Transcription)	SNAPC5	0.06109426	-0.002085911
Gene expression (Transcription)	SS18	0.081696415	-0.002085911
Gene expression (Transcription)	TMPO	0.150668094	-0.002085911
Gene expression (Transcription)	TNPO1	0.093562302	-0.002085911
Gene expression (Transcription)	USP10	0.071995822	-0.002085911
Gene expression (Transcription)	WDR77	0.052724069	-0.002085911
Gene expression (Transcription)	ASF1B	0.135457522	-0.002085911
Gene expression (Transcription)	ASXL2	0.069158521	-0.002085911
Gene expression (Transcription)	BRWD1	0.097385636	-0.002085911
Gene expression (Transcription)	CENPA	0.115753898	-0.002085911
Gene expression (Transcription)	CEP152	0.058276756	-0.002085911
Gene expression (Transcription)	CHAF1A	0.072419921	-0.002085911
Gene expression (Transcription)	FOXM1	0.101625242	-0.002085911
Gene expression (Transcription)	GATAD2B	0.069627534	-0.002085911
Gene expression (Transcription)	HJURP	0.099660111	-0.002085911
Gene expression (Transcription)	HMGB2	0.286146277	-0.002085911
Gene expression (Transcription)	KIF11	0.141837587	-0.002085911
Gene expression (Transcription)	KIF4A	0.130910338	-0.002085911
Gene expression (Transcription)	KPNA2	0.185995686	-0.002085911
Gene expression (Transcription)	LMNB1	0.158345471	-0.002085911
Gene expression (Transcription)	MCM2	0.132862675	-0.002085911
Gene expression (Transcription)	MCMBP	0.093045826	-0.002085911
Gene expression (Transcription)	MLX	0.080637957	-0.002085911
Gene expression (Transcription)	MPHOSPH8	0.050302913	-0.002085911
Gene expression (Transcription)	OIP5	0.08445874	-0.002085911
Gene expression (Transcription)	PBK	0.061884829	-0.002085911
Gene expression (Transcription)	POU2F1	0.060572437	-0.002085911
Gene expression (Transcription)	RIF1	0.10383659	-0.002085911
Gene expression (Transcription)	TP53BP1	0.056836557	-0.002085911
Gene expression (Transcription)	TRIM24	0.07993735	-0.002085911
Gene expression (Transcription)	XRCC6	0.110126948	-0.002085911
Gene expression (Transcription)	ATRX	0.11947537	-0.002085911
Gene expression (Transcription)	EMD	0.103891945	-0.002085911
Gene expression (Transcription)	ERCC1	0.054877952	-0.002085911
Gene expression (Transcription)	ERCC3	0.054820069	-0.002085911
Gene expression (Transcription)	ERCC5	0.063837739	-0.002085911
Gene expression (Transcription)	ETV6	0.11272315	-0.002085911
Gene expression (Transcription)	FKBP5	0.076375369	-0.002085911
Gene expression (Transcription)	GTF2B	0.088302271	-0.002085911
Gene expression (Transcription)	GTF2F2	0.071761361	-0.002085911
Gene expression (Transcription)	HIPK3	0.05643118	-0.002085911
Gene expression (Transcription)	KPNA1	0.067081054	-0.002085911
Gene expression (Transcription)	LMNA	0.251090802	-0.002085911
Gene expression (Transcription)	NCOA2	0.051211258	-0.002085911
Gene expression (Transcription)	SCAI	0.052705113	-0.002085911
Gene expression (Transcription)	SHMT1	0.064514664	-0.002085911
Gene expression (Transcription)	TAF1	0.058853761	-0.002085911
Gene expression (Transcription)	TBL1XR1	0.11625494	-0.002085911
Gene expression (Transcription)	UXT	0.076678681	-0.002085911
Gene expression (Transcription)	XPC	0.134589383	-0.002085911
Gene expression (Transcription)	ACAP1	0.10521001	-0.002085911
Gene expression (Transcription)	ACTL6A	0.071790806	-0.002085911
Gene expression (Transcription)	APAF1	0.067723262	-0.002085911
Gene expression (Transcription)	APTX	0.056418522	-0.002085911
Gene expression (Transcription)	ARID1A	0.110627702	-0.002085911
Gene expression (Transcription)	ARID1B	0.111885153	-0.002085911
Gene expression (Transcription)	ATXN7L1	0.062313159	-0.002085911
Gene expression (Transcription)	AUTS2	0.112718238	-0.002085911
Gene expression (Transcription)	BCL11A	0.080908451	-0.002085911
Gene expression (Transcription)	BPTF	0.126124032	-0.002085911
Gene expression (Transcription)	BRD7	0.092413098	-0.002085911
Gene expression (Transcription)	C11orf1	0.091016019	-0.002085911
Gene expression (Transcription)	CCP110	0.062100224	-0.002085911
Gene expression (Transcription)	CHAF1B	0.06310341	-0.002085911
Gene expression (Transcription)	CHD9	0.09383148	-0.002085911
Gene expression (Transcription)	CIITA	0.122991012	-0.002085911
Gene expression (Transcription)	CNOT10	0.066097687	-0.002085911
Gene expression (Transcription)	CNOT2	0.096933431	-0.002085911
Gene expression (Transcription)	CNOT6L	0.072357271	-0.002085911
Gene expression (Transcription)	CNOT8	0.064885696	-0.002085911
Gene expression (Transcription)	DAXX	0.059155638	-0.002085911
Gene expression (Transcription)	DLEU1	0.072712624	-0.002085911
Gene expression (Transcription)	DNAJA3	0.064587658	-0.002085911
Gene expression (Transcription)	DR1	0.081359415	-0.002085911
Gene expression (Transcription)	EBF1	0.083435795	-0.002085911
Gene expression (Transcription)	EIF2AK1	0.148989365	-0.002085911
Gene expression (Transcription)	ELOF1	0.096217104	-0.002085911
Gene expression (Transcription)	FOXN2	0.060884341	-0.002085911
Gene expression (Transcription)	G3BP2	0.125293437	-0.002085911
Gene expression (Transcription)	GTF3A	0.075089647	-0.002085911
Gene expression (Transcription)	HAT1	0.086399377	-0.002085911
Gene expression (Transcription)	HDAC7	0.050674616	-0.002085911
Gene expression (Transcription)	HTT	0.141049032	-0.002085911
Gene expression (Transcription)	INTS6	0.058088699	-0.002085911
Gene expression (Transcription)	IRF2	0.100730219	-0.002085911
Gene expression (Transcription)	IWS1	0.076507416	-0.002085911
Gene expression (Transcription)	KLF13	0.08804265	-0.002085911
Gene expression (Transcription)	KMT2C	0.078004112	-0.002085911
Gene expression (Transcription)	LHFPL6	0.055575169	-0.002085911
Gene expression (Transcription)	LMNB2	0.105153139	-0.002085911
Gene expression (Transcription)	MPG	0.097418587	-0.002085911
Gene expression (Transcription)	NCOA1	0.091645568	-0.002085911
Gene expression (Transcription)	NCOA4	0.107003036	-0.002085911
Gene expression (Transcription)	NR1H2	0.056137463	-0.002085911
Gene expression (Transcription)	NSD1	0.130096953	-0.002085911
Gene expression (Transcription)	PANK2	0.10725393	-0.002085911
Gene expression (Transcription)	PARP2	0.064885106	-0.002085911
Gene expression (Transcription)	PBRM1	0.112835136	-0.002085911
Gene expression (Transcription)	PGAM1	0.200347191	-0.002085911
Gene expression (Transcription)	PGM1	0.072646528	-0.002085911
Gene expression (Transcription)	PHF6	0.079022816	-0.002085911
Gene expression (Transcription)	POLR2F	0.091220611	-0.002085911
Gene expression (Transcription)	PRCC	0.095086475	-0.002085911
Gene expression (Transcription)	PTGES3	0.108943324	-0.002085911
Gene expression (Transcription)	RFX7	0.0800793	-0.002085911
Gene expression (Transcription)	RNPEP	0.12068855	-0.002085911
Gene expression (Transcription)	RPRD2	0.080906327	-0.002085911
Gene expression (Transcription)	SLC25A5	0.165184457	-0.002085911
Gene expression (Transcription)	SMARCA2	0.217491244	-0.002085911
Gene expression (Transcription)	SMARCB1	0.117131747	-0.002085911
Gene expression (Transcription)	SMARCC2	0.108210901	-0.002085911
Gene expression (Transcription)	SMARCD1	0.06457576	-0.002085911
Gene expression (Transcription)	SMARCD2	0.074188013	-0.002085911
Gene expression (Transcription)	SMARCE1	0.117249264	-0.002085911
Gene expression (Transcription)	SMYD2	0.051767515	-0.002085911
Gene expression (Transcription)	SMYD3	0.062703175	-0.002085911
Gene expression (Transcription)	SUN2	0.075508521	-0.002085911
Gene expression (Transcription)	SYNE1	0.056886784	-0.002085911
Gene expression (Transcription)	TADA3	0.094487174	-0.002085911
Gene expression (Transcription)	TBL1X	0.074936142	-0.002085911
Gene expression (Transcription)	TCEA1	0.091403191	-0.002085911
Gene expression (Transcription)	TCF3	0.109094029	-0.002085911
Gene expression (Transcription)	TET3	0.060209548	-0.002085911
Gene expression (Transcription)	THAP7	0.051206468	-0.002085911
Gene expression (Transcription)	UBN1	0.064573354	-0.002085911
Gene expression (Transcription)	UBTF	0.110199746	-0.002085911
Gene expression (Transcription)	USP7	0.104269118	-0.002085911
Gene expression (Transcription)	WDR5	0.05990579	-0.002085911
Gene expression (Transcription)	YLPM1	0.07303384	-0.002085911
Gene expression (Transcription)	YPEL3	0.093419258	-0.002085911
Gene expression (Transcription)	ZNF91	0.053357274	-0.002085911
Extracellular matrix organization	ANXA5	0.181959795	-0.002900851
Extracellular matrix organization	ARHGEF7	0.066465277	-0.002900851
Extracellular matrix organization	CAV1	0.074921752	-0.002900851
Extracellular matrix organization	CD99	0.109460286	-0.002900851
Extracellular matrix organization	ERBIN	0.083408564	-0.002900851
Extracellular matrix organization	PAK1	0.128197154	-0.002900851
Extracellular matrix organization	PRKCD	0.118830724	-0.002900851
Extracellular matrix organization	ROCK1	0.105765582	-0.002900851
Extracellular matrix organization	CAPNS1	0.153842257	-0.002900851
Extracellular matrix organization	CARD11	0.125790542	-0.002900851
Extracellular matrix organization	CD22	0.054219809	-0.002900851
Extracellular matrix organization	ICAM1	0.077423142	-0.002900851
Extracellular matrix organization	ITGAL	0.122862668	-0.002900851
Extracellular matrix organization	ITGB2	0.093848859	-0.002900851
Extracellular matrix organization	P4HB	0.172721299	-0.002900851
Extracellular matrix organization	PAK2	0.125981404	-0.002900851
Extracellular matrix organization	PDPK1	0.077466224	-0.002900851
Extracellular matrix organization	PECAM1	0.091455341	-0.002900851
Extracellular matrix organization	SAT1	0.131635785	-0.002900851
Extracellular matrix organization	ST13	0.142546093	-0.002900851
Extracellular matrix organization	FADS2	0.056539632	-0.002900851
Extracellular matrix organization	HSP90B1	0.069966623	-0.002900851
Extracellular matrix organization	MREG	0.104007206	-0.002900851
Extracellular matrix organization	LHFPL6	0.055575169	-0.002900851
Extracellular matrix organization	CD63	0.140626189	-0.002900851
Extracellular matrix organization	ADAM28	0.062031455	-0.002900851
Extracellular matrix organization	ITGB1	0.053487609	-0.002900851
Extracellular matrix organization	CD47	0.070017083	-0.002900851
Extracellular matrix organization	TMEM30A	0.108444083	-0.002900851
Extracellular matrix organization	CAST	0.130245344	-0.002900851
Extracellular matrix organization	RBMS1	0.058786453	-0.002900851
Extracellular matrix organization	TSPAN3	0.069368653	-0.002900851
Extracellular matrix organization	UTRN	0.125613211	-0.002900851
Transport of small molecules	ADD3	0.084358624	-0.003783435
